No.,COMPANY,PRODUCT NAME,TYPE OF PRODUCT,GUARANTEED ANALYSIS,TARGET CROP/S,REGISTRATION NO.,EXPIRY DATE
1563,Petbowe Trading Corporation,Di-ammonium Phosphate,Inorganic Fertilizer,"N=18%, P2O5=46%",All Crops,1-1IF-9418,"March 26, 2027"
1564,Petbowe Trading Corporation,NP 15-45-0,Inorganic Fertilizer,"N=15%, P2O5=45%",All Crops,1-1IF-9427,"April 03, 2027"
1565,Petbowe Trading Corporation,Citric Acid Anhydrous,Raw Material,Citric Acid=99.5%,Raw Material,1-6IF-1474,"August 20, 2026"
1566,Petbowe Trading Corporation,Potassium Sulphate Powder (SOP),Inorganic Fertilizer,K2O=52%,All Crops,1-1IF-9467,"May 22, 2027"
1567,Petbowe Trading Corporation,Citric Acid Anhydrous,Raw Material,Citric Acid= 99%,Raw Material,1-6IF-1571,"July 11, 2027"
1568,Petbowe Trading Corporation,Complete 14-14-14,Inorganic Fertilizer,"N=14%, P2O5=14%, K2O=14%",All Crops,1-1IF-9683,"January 23, 2028"
1569,Petbowe Trading Corporation,Zinc Sulphate Heptahydrate,Inorganic Fertilizer,Zn=20%,All Crops,1-1IF-7600,"June 27, 2028"
1570,Petbowe Trading Corporation,Subete F2,Inorganic Fertilizer,"N=13%, P2O5=7%, K2O=26%, MgO=2%, Zn=0.5%, B2O3=0.15%",All Crops,1-1IF-4345,"May 03, 2028"
1571,Petbowe Trading Corporation,Calcium Ammonium Nitrate,Inorganic Fertilizer,"N=15.5%, Ca=18.5%",All Crops,1-1IF-7386,"November 27, 2027"
1572,PHAMC AGRITRADING,Sure Harvest Liquid,Soil Conditioner,"N=0.99%, P2O5=1.64%, K2O=0.86%, Ca=2.61%",All Crops,1-1LF-8209,"March 08, 2027"
1573,Phil. Archipelago International Trading Corp.,Phosagro Prilled Urea,Inorganic Fertilizer,N=46%,All Crops,1-1IF-8822,"August 16, 2025"
1574,Phil. Archipelago International Trading Corp.,Phosagro Granular Urea,Inorganic Fertilizer,N=46%,All Crops,1-1IF-8823,"August 16, 2025"
1575,Phil. Archipelago International Trading Corp.,Sudi Urea (Granular),Inorganic Fertilizer,N=46%,All Crops,1-1IF-9155,"July 26, 2026"
1576,Phil. Archipelago International Trading Corp.,Sudi Prilled Urea,Inorganic Fertilizer,N=46%,All Crops,1-1IF-9157,"July 26, 2026"
1577,Phil-Asia Fertilizers Corporation,Phil-Asia Complete 14-14-14,Inorganic Fertilizer,"N=14%, P2O5=14%, K2O=14%",All Crops,1-1IF-9521,"July 11, 2027"
1578,Phil-Asia Fertilizers Corporation,Vitazyme,Biostimulant,"K2O=0.65%-0.85%, Fe=0.10%-0.25%, Cu=0.05%-0.08%, Zn=0.03%-0.07%, Vit B1= 0.00027-0.00055%, Vit B2=0.00002-0.00010%, Vit B6=0.0001-0.0004%","Rice, Fruiting and Leafy Vegetables",1-7IF-0061,"January 24, 2026"
1579,Phil-Asia Fertilizers Corporation,Phil-Asia Ammophos 16-20-0,Inorganic Fertilizer,"N=16%, P2O5=20%",All Crops,1-1IF-8911,"December 12, 2025"
1580,Phil-Asia Fertilizers Corporation,Phil-Asia 16-20-0,Inorganic Fertilizer,"N=16%, P2O5=20%",All Crops,1-1IF-0889-TPA,"October 09, 2026"
1581,Phil-Asia Fertilizers Corporation,Phil-Asia 16-20-0 Ammonium Phosphate,Inorganic Fertilizer,"N=16%, P2O5=20%",All Crops,1-1IF-8499,"October 20, 2027"
1582,Phil-Asia Fertilizers Corporation,Phil-Asia 14-14-14+11S Complete,Inorganic Fertilizer,"N=14%, P2O5=14%, K2O=14%, S=11%",All Crops,1-1IF-8498,"October 20, 2027"
1583,"Philippine Farmfix Solutions, Inc.",Fytofert Phosco,Inorganic Fertilizer,"P2O5=30% w/w, K2O=22% w/w, CaO=2% w/w, Cu=2% w/w",All Crops,1-1IF-4432,"August 22, 2025"
1584,"Philippine Farmfix Solutions, Inc.",Farmfix Sulfur,Inorganic Fertilizer,S= 99%,All Crops,1-1IF-3827,"January 09, 2027"
1585,"Philippine Farmfix Solutions, Inc.",Delfan Plus,Inorganic Fertilizer,"N=9%, Free Amino Acids=24%",All Crops,1-1IF-7315,"September 20, 2027"
1586,"Philippine Farmfix Solutions, Inc.",Ryzup 40 SG,Plant Growth Regulator,Gibberrelic Acid=40%,All Crops,1-5IF-0050-TPA,"October 23, 2026"
1587,"Philippine Farmfix Solutions, Inc.",Farmfix Ethephon 75SL,Plant Growth Regulator,Ethephon=750g/L,"Banana, Pineapple, Coffee, Other Ripening Fruits",1-5IF-1186,"December 27, 2027"
1588,Philippine International Trading Corporation,Golden Shell,Inorganic Fertilizer,"N= 46%, Biuret= <1.5%",Rice and Corn,1-1IF-9279,"October 11, 2026"
1589,Philippine Nuclear Research Institute,Carrageenan Foliar,Inorganic Fertilizer,"N=0.40%, K2O=993ppm, Ca=24.8ppm, Cu=4.6ppm, MgO=36.7ppm, Fe=2.7ppm, Total Dissolved Solids=5500ppm","Rice, Legumes, Upland Cereals, Industrial Crops (Annual, Biennial, and Perrenial), and Fruit Trees",1-1LF-4896,"July 31, 2027"
1590,Philippine Orchard Corporation,Miracle Blum Powder Mango Flower Inducer,Inorganic Fertilizer,NO3=9%,Mango,1-1LF-0059,"January 31, 2027"
1591,Philippine Orchard Corporation,Power Grower Combo Foliar,Inorganic Fertilizer,"N=14%, P2O5=27%, K2O=10%",Pechay,1-1LF-3150,"March 22, 2026"
1592,Philippine Orchard Corporation,Heavy Weight Tandem Foliar,Inorganic Fertilizer,"N=9%, P2O5=1%, K2O=40%",Leafy Vegetables,1-1LF-3149,"March 22, 2026"
1593,Philippine Orchard Corporation,Vibi Tall 250ml,Inorganic Fertilizer,Vitamin B1=4%,Forage Crops,1-5LF-1128,"January 17, 2028"
1594,Philippine Orchard Corporation,Philor ANAA,Plant Growth Regulator,"ANAA= 1gm/liter, Vitamin B1 (Thiamine hydrochloride)=0.5gm/liter",All Crops,1-5LF-007,"December 18, 2026"
1595,Philippine Phosphate Fertilizer Corporation,Philphos Sulfuric Acid,Raw Material,Sulfuric Acid (H2SO4)=98% min,Raw Material,1-6IF-1542,"April 04, 2026"
1596,Philippine Phosphate Fertilizer Corporation,Philphos Ammonium Sulfate,Inorganic Fertilizer,N=21%,All Crops,1-1LF-009,"September 09, 2025"
1597,Philippine Phosphate Fertilizer Corporation,Philphos 46-0-0 Prilled Urea,Inorganic Fertilizer,N=46%,All Crops,1-1IF-7697,"September 04, 2025"
1598,Philippine Phosphate Fertilizer Corporation,Philphos Ammonium Phosphate,Inorganic Fertilizer,"N=16%, P2O5=20%",All Crops,1-1IF-7731,"October 14, 2025"
1599,Philippine Phosphate Fertilizer Corporation,Philphos Ammonium Sulphate,Inorganic Fertilizer,N=21%,All Crops,1-1IF-7760,"October 25, 2025"
1600,Philippine Phosphate Fertilizer Corporation,Philphos Ammonium Sulphate,Inorganic Fertilizer,N=21%,All Crops,1-1IF-7761,"October 25, 2025"
1601,Philippine Phosphate Fertilizer Corporation,Philphos Ammonium Phosphate (16-20 NP),Inorganic Fertilizer,"N=16%, P2O5=20%",All Crops,1-1IF-8825,"August 16, 2025"
1602,Philippine Phosphate Fertilizer Corporation,Philphos 16-20-0 + 13S Ammonium Phosphate Sulphate,Inorganic Fertilizer,"N=12%, P2O5=12%, S=13%",All Crops,1-1IF-8935,"December 28, 2025"
1603,Philippine Phosphate Fertilizer Corporation,Philphos Phosphate Rock,Raw Material,P2O5=35.24%,Raw Material,1-6IF-1468,"January 14, 2026"
1604,Philippine Phosphate Fertilizer Corporation,Philphos Rock Phosphate,Raw Material,P2O5=29.4%,Raw Material,1-6IF-1532,"September 07, 2025"
1605,Philippine Phosphate Fertilizer Corporation,Philphos Anhydrous Ammonia,Raw Material,NH3= 99% min,Raw Material,1-6IF-1530,"August 16, 2025"
1606,Philippine Phosphate Fertilizer Corporation,Philphos Anhydrous Ammonia,Raw Material,Purity= 99% min,Raw Materials,1-6IF-1536,"November 23, 2025"
1607,Philippine Phosphate Fertilizer Corporation,Philphos Ammonium Sulphate,Raw Material,"N= 21%, P2O5= 0%, K2O= 0%",Raw Material,1-6IF-1381,"September 28, 2026"
1608,Philippine Phosphate Fertilizer Corporation,Philphos Anhydrous Ammonia,Raw Material,Purity= 99.5% minimum,Raw Material,1-6IF-1550,"August 30, 2026"
1609,Philippine Phosphate Fertilizer Corporation,Philphos 18-46-0 (Di-Ammonium Phosphate),Inorganic Fertilizer,"N= 18%, P2O5= 46%",All Crops,1-1LF-010,"January 12, 2027"
1610,Philippine Phosphate Fertilizer Corporation,Philphos Phosphate Rock,Raw Material,P2O5=29.55 %,Raw Material,1-5IF-1559,"February 08, 2027"
1611,Philippine Phosphate Fertilizer Corporation,Philphos 16-20 (Mono-Ammonium Phosphate),Inorganic Fertilizer,"N=16%, P2O5=20%",All Crops,1-1LF-2138,"February 20, 2027"
1612,Philippine Phosphate Fertilizer Corporation,Philphos Anhydrous Ammonia,Raw Material,NH3=99.50%,Raw material,1-6IF-1567,"April 30, 2027"
1613,Philippine Phosphate Fertilizer Corporation,Philphos Phosphate Rock,Raw Material,P2O5=29%,Raw material,1-6IF-1568,"April 30, 2027"
1614,Philippine Phosphate Fertilizer Corporation,Philphos Sulfuric Acid,Raw Material,H2SO4=98% min.,Raw Material,1-6LF-1425,"May 30, 2027"
1615,Philippine Phosphate Fertilizer Corporation,Philphos 16-16-8 NPK,Inorganic Fertilizer,"N=16%, P2O5=16%, K2O=8%",All Crops,1-1LF-332,"May 02, 2027"
1616,Philippine Phosphate Fertilizer Corporation,Philphos Sulfuric Acid,Raw Material,H2SO4=98%,Raw Material,1-6IF-1489,"June 03, 2027"
1617,Philippine Phosphate Fertilizer Corporation,Philphos Phosphate Rock,Raw Material,P2O5=28%,Raw Material,1-6IF-1578,"January 20, 2028"
1618,Philippine Phosphate Fertilizer Corporation,Philphos Phosphate Rock,Raw Material,P2O5=32%,Raw Material,1-6IF-1579,"January 20, 2028"
1619,Philippine Phosphate Fertilizer Corporation,Philphos 16-20-0 Ammonium Phosphate,Inorganic Fertilizer,"N=16%, P2O5=20%",All Crops,1-1IF-7383,"November 26, 2027"
1620,Philippine Phosphate Fertilizer Corporation,Philphos 14-14-14,Inorganic Fertilizer,"N=14%, P2O5=14%, K2O=14%",All Crops,1-1LF-013,"September 12, 2027"
1621,Philippine Phosphate Fertilizer Corporation,Philphos 16-20-0 Ammonium Phosphate,Inorganic Fertilizer,"N=16%, P2O5=20%",All Crops,1-1LF-011,"September 12, 2027"
1622,Philippine Phosphate Fertilizer Corporation,Philphos Sulfuric Acid,Raw Material,H2SO4=98%,Raw Material,1-6IF-1586,"March 21, 2028"
1623,Philippine Phosphate Fertilizer Corporation,Philphos Anhydrous Ammonia,Raw Material,NH3=99.5%,Raw Material,1-6IF-1582,"March 21, 2028"
1624,Philippine Phosphate Fertilizer Corporation,Philphos Anhydrous Ammonia,Raw Material,NH3=99.5%,Raw Material,1-6IF-1589,"May 27, 2028"
1625,Philippine Phosphate Fertilizer Corporation,Philphos Gypsum,Soil Conditioner,"CaO=31%, SO3=43.5%",All Crops,1-4LF-056,"December 28, 2027"
1626,Philippine Phosphate Fertilizer Corporation,Philphos Muriate of Potash (0-0-60),Inorganic Fertilizer,K2O=60%,All Crops,1-1IF-4345,"June 23, 2028"
1627,Philippine Phosphate Fertilizer Corporation,Philphos Phosphoric Acid (Merchant Grade),Inorganic Fertilizer,P2O5=53.88%,Raw Material,1-6LF-015,"July 17, 2028"
1628,Philippines Aqua-Hydroponic Prime Ventures Corp.,Humic- Fulvic Plus Chelate Micronutrients,Biostimulant,"Humic Substance=80%, Fulvic Acid=50%,  K2O=12%, Mn=2%, B= 0.4%, Cu=0.15%, Mo= 0.05%, Zn=2%, Fe=0.2%",Leafy and Fruiting Vegetables,1-7LF-0062,"June 26, 2026"
1629,Philippines Aqua-Hydroponic Prime Ventures Corp.,Masterblend 13-13-13 4CTR Mastercoate,Controlled Release Fertilizer,"N=13%, P2O5=13%, K2O=13%","Rice, Corn, Leafy and Fruiting Vegetables",1-3IF-7418,"November 24, 2025"
1630,Philippines Aqua-Hydroponic Prime Ventures Corp.,Masterblend 17-17-17 4CTR  Mastercoate,Controlled Release Fertilizer,"N=17%, P2O5=17%, K2O=17%","Rice, Corn, Leafy and Fruiting Vegetables",1-3IF-7419,"November 24, 2025"
1631,Philippines Aqua-Hydroponic Prime Ventures Corp.,Masterblend 4-18-38 tomato and vegetable formula,Inorganic Fertilizer,"N=4%, P2O5=18%, K2O=38%, Mg=0.50%, B=0.20%, Cu=0.05%, Fe=0.40%, Mn=0.20%, Mo=0.01%, Zn=0.05%",All Crops,1-1IF-7766,"October 28, 2025"
1632,Philippines Aqua-Hydroponic Prime Ventures Corp.,Masterblend 10-30-20 Blossom Booster,Inorganic Fertilizer,"N=10%, P2O5=30%, K2O=20%","Fruiting, Leafy Vegetables & Ornamentals",1-1IF-8846,"September 21, 2025"
1633,Philippines Aqua-Hydroponic Prime Ventures Corp.,Primeo Urea 46-0-0,Inorganic Fertilizer,N= 46%,"Fruiting, Leafy Vegetables & Fruit Crops",1-1IF-8847,"September 21, 2025"
1634,Philippines Aqua-Hydroponic Prime Ventures Corp.,Masterblend 30-10-10 Orchid Special,Inorganic Fertilizer,"N=30%, P2O5=10%, K2O=10%","Fruiting, Leafy Vegetables & Ornamentals",1-1IF-8848,"September 21, 2025"
1635,Philippines Aqua-Hydroponic Prime Ventures Corp.,Masterblend 15-15-15 Formula,Inorganic Fertilizer,"N=15%, P2O5=15%, K2O=15%","Fruiting, Leafy Vegetables & Ornamentals",1-1IF-8849,"September 21, 2025"
1636,Philippines Aqua-Hydroponic Prime Ventures Corp.,Fulvic Plus,Raw Material,"Fulvic Acid=50%, K2O= 12%",Raw Materials,1-6IF-1528,"August 09, 2025"
1637,Philippines Aqua-Hydroponic Prime Ventures Corp.,Humic 80,Raw Material,"Humic Acid=80%, Organic Matter(Dried)=73.60%, Organic Matter=80%, Organic Nitrogen(Dried)=0.74%, Carbon-to-Nitrogen Ratio= 50%",Raw Materials,1-6IF-1529,"August 12, 2025"
1638,Philippines Aqua-Hydroponic Prime Ventures Corp.,Masterblend 9-45-15 Starter Formula,Specialty Grade Fertilizer,"N=9%, P2O5=45%, K2O=15%",Leafy and Fruiting Vegetables and Cutflowers,1-1IF-8884,"October 21, 2025"
1639,Philippines Aqua-Hydroponic Prime Ventures Corp.,Masterblend 10-52-10 Plant Starter,Specialty Grade Fertilizer,"N=10%, P2O5=52%, K2O=10%",Leafy and Fruiting Vegetables and Cutflowers,1-1IF-8885,"October 21, 2025"
1640,Philippines Aqua-Hydroponic Prime Ventures Corp.,Masteblend 13-2-13 CalMag Formula,Specialty Grade Fertilizer,"N=13%, P2O5=2%, K2O=13%, Ca=5%, Mg= 2%","Cutflowers, Leafy and Fruiting Vegetables",1-1IF-8889,"October 27, 2025"
1641,Philippines Aqua-Hydroponic Prime Ventures Corp.,Masterblend 13-13-13 4CTR Mastercoate,Controlled Release Fertilizer,"N=13%, P2O5=13%, K2O=13%","Rice, Corn, Leafy and Fruiting Vegetables",1-3IF- 7418,"November 24, 2025"
1642,Philippines Aqua-Hydroponic Prime Ventures Corp.,Masterblend 5-11-26 Hydroponic Formula,Inorganic Fertilizer,"N=5%, P2O5=11%, K2O=26%, Mg=3.11%, S=4%, B=0.05%, Cu=0.015%, Fe=0.30%, Mn=0.05%, Mo=0.01%, Zn=0.015%",Lettuce (Fruiting and Leafy Vegetables),1-1IF-8121,"December 04, 2026"
1643,Philippines Aqua-Hydroponic Prime Ventures Corp.,Mag-Sul (Epsom Salt),Inorganic Fertilizer,Mg=9.8%,All Crops,1-1IF-8156,"January 13, 2027"
1644,Philippines Aqua-Hydroponic Prime Ventures Corp.,Crown Champion Nitrogen Calcium Compound (Cal-Nit),Inorganic Fertilizer,"N=15%, Ca=18%","Lettuce, Pechay, Cucumber, Pepper, Tomato, Mango",1-1IF-9359,"January 18, 2027"
1645,Philippines Aqua-Hydroponic Prime Ventures Corp.,Crown Champion Di-Ammonium Phosphate (DAP),Inorganic Fertilizer,"N=18%, P2O5=46%",All Crops,1-1IF-9508,"July 10, 2027"
1646,Philippines Aqua-Hydroponic Prime Ventures Corp.,Crown Champion Ammonium Sulfate,Inorganic Fertilizer,N=21%,"Fruiting & Leafy Vegetables, Root crops & Legumes",1-1IF-9509,"July 10, 2027"
1647,Philippines Aqua-Hydroponic Prime Ventures Corp.,Crown Champion MonoPotassium Phosphate (MKP),Inorganic Fertilizer,"P2O5=52%, K2O=34%",All Crops,1-1IF-9512,"July 10, 2027"
1648,Philippines Aqua-Hydroponic Prime Ventures Corp.,Crown Champion Nitrogen Potassium Compound Fertilizer (Mango Inducer),Inorganic Fertilizer,"N=13.50%, K2O=46%",Mango,1-1IF-9513,"July 10, 2027"
1649,Philippines Aqua-Hydroponic Prime Ventures Corp.,Crown Champion Monoammonium Phosphate (MAP),Inorganic Fertilizer,"N=12%, P2O5=61%,",All Crops,1-1IF-9514,"July 10, 2027"
1650,Philippines Aqua-Hydroponic Prime Ventures Corp.,Crown Champion Potassium Sulphate (SOP),Inorganic Fertilizer,"K2O=50%, S=18%",All Crops,1-1IF-9635,"November 26, 2027"
1651,Philippines Aqua-Hydroponic Prime Ventures Corp.,Muriate of Potash (Potassium Chloride),Inorganic Fertilizer,K2O=60%,All Crops,1-1IF-9636,"November 26, 2027"
1652,Philippines Aqua-Hydroponic Prime Ventures Corp.,Masterblend 9-12-34 Strawberry/ Grapes Formula,Inorganic Fertilizer,"N=9%, P2O5=12%, K2O=34%",All Crops,1-1IF-8534,"November 23, 2027"
1653,Philippines Aqua-Hydroponic Prime Ventures Corp.,GA3 Gibberelic Acid,Plant Growth Regulator,Gibberelic Acid=10%,All Crops,1-5IF-1184,"November 25, 2027"
1654,Philvin Agri Trading,Soil Care Pro N,Inorganic Fertilizer,N= 15%,All Crops,1-1LF-9366,"January 31, 2027"
1655,Philvin Agri Trading,Plant Reliever Pro H,Biostimulant,Humic acid=80.40%,Rice,1-7LF-0098,"December 09, 2027"
1656,Pine Valley Corporation,Allgrow Calcium Boron,Inorganic Fertilizer,"CaO=16.3%, w/v, MnO=0.12% w/v, B2O3=0.63% w/v",Fruiting and Leafy Vegetables,1-1IP-9258,"October 03, 2025"
1657,Pine Valley Corporation,Harvest King 8-8-8+3 MgO,Inorganic Fertilizer,"N=8%, P2O5=8%, K2O=8%, MgO=3%",Leafy Vegetables,1-2IF-174,"November 11, 2025"
1658,Pine Valley Corporation,Allgrow Harvest Booster,Inorganic Fertilizer,"P2O5=19%, K2O=13%",Fruiting and Leafy Vegetables,1-1IP-9232,"September 20, 2025"
1659,"Planters Products, Inc.",Planters Products Prilled Urea,Inorganic Fertilizer,N=46%,All Crops,1-1IF-9042,"April 11, 2026"
1660,"Planters Products, Inc.",Planters 14-14-14,Inorganic Fertilizer,"N=14%, P2O5=14%, K2O=14%",All Crops,1-1IF-9043,"April 11, 2026"
1661,"Planters Products, Inc.",Flourish Solid Extracted,Inorganic Fertilizer,"N=10.17%, P2O5=0.21%,  K2O=0.23%",All Crops,1-1IF-0760-TPA,"June 18, 2026"
1662,"Planters Products, Inc.",Planters Products Granular Urea,Inorganic Fertilizer,N=46%,All Crops,1-1IF-8882,"October 18, 2025"
1663,"Planters Products, Inc.",Planters Products Lifelime,Soil Conditioner,CaO=50.59%,All Crops,1-4LF-0953-TPA,"April 07, 2028"
1664,"Planters Products, Inc.",Planters Products 14-14-14 (Complete),Inorganic Fertilizer,"N=14%,P2O5 =14%, K2O=14%",All Crops,1-1IF-9810,07/11/2028
1665,PMC Enterprises,Bounty Grow Foliar,Inorganic Foliar Fertilizer,"N=8.45%%, P2O5=2.19%, K2O=5.13%",All Crops,1-1LF-2094,"October 06, 2025"
1666,Polara Chemical Corporation,Citric Acid,Raw Material,Citric Acid= 99.5%-100.5%,Raw Material,1-6IF-1557,"January 16, 2027"
1667,Polara Chemical Corporation,Potassium Hydroxide,Raw Material,KOH=90%,Raw Material,1-6IF-1561,"February 13, 2027"
1668,Ponya Minerals Inc.,Ponya Agricultural Lime,Soil Conditioner,"CaO=55.04%, MgO=0.21%-0.31%, Neutralizing Value=98.27%",All Crops,1-4LF-1334,"August 10, 2027"
1669,Powerbonz Fertilizer Manufacturing,BonzXfert Foliar,Inorganic Fertilizer,"N=2.12%, P2O5=1.99%, K2O=3.25%",Rice,1-1LF-8840,"September 05, 2025"
1670,Powerline Agro Industries Inc.,King's Foliar,Inorganic Fertilizer,"N=3%, P2O5=9%, K2O=6%",All Crops,1-1LF-9786,"June 09, 2028"
1671,Primestocks Chemical Corporation,Prime Complete Inorganic Fertilizer,Inorganic Fertilizer,"N= 20%, P2O5= 20%, K2O= 20%, Cu= 0.01%, Fe= 0.02%, Mn= 0.02%, Zn= 0.01%, B= 0.005%, Mo= 0.0008%",All Crops,1-1IF-9226,"September 14, 2026"
1672,Primestocks Chemical Corporation,Folimac 14-14-14+TE,Inorganic Fertilizer,"N=14%, P2O5 =14%, K2O=14%, MgO=8%, SO3=17.5%, Zn=1%",All Crops,1-1IF-0972-TPA,"May 29, 2028"
1673,Primestocks Chemical Corporation,Folistim Humi N Foliar,Inorganic Fertilizer,N=25%,All Crops,1-1IF-0989-TPA,"July 30, 2028"
1674,Primestocks Chemical Corporation,Folistim Humi N+,Inorganic Fertilizer,"N=25%, Humic Acid=1.2%",All Crops,1-1IF-0991-TPA,"July 15, 2028"
1675,Pro Agri Seed Corp,Gibberellic Acid,Plant Growth Regulator,Gibberellic Acid= 90%,Rice,1-5IF-1185,"December 26, 2027"
1676,"Purple Agri Business Network and Trading Services, Inc.",Bioculum PL,Decomposer,Bacillus spp.=1x107 cfu/g,Raw Material (Chicken Dung),1-7IP-0110,"April 24, 2026"
1677,"Purple Agri Business Network and Trading Services, Inc.",Mahalaabh,Inorganic Fertilizer,"K2O=23%, MgO=10%, S= 15%",All Crops,1-1IF-8910,"December 09, 2025"
1678,Quanergy Agri Trading,Nutriboost Nano Plus Smart,Inorganic Fertilizer,"K2O=5%-11%, Humic Acid=50%-70%","Rice, Sugarcane, Pechay (Leafy and Fruiting Vegetables)",1-1IF-7909,"March 12, 2026"
1679,R.S. NEOM 3000 Agricultural Supply Trading,Farm - Tech S-3000,Inorganic Foliar Fertilizer,"N=11%, P2O5=5%, K2O=2.6%","Corn, Rice, Vegetables and Fruit Trees",1-1LF-8812,"August 12, 2025"
1680,Radisson Agrochemical Corp.,Plant Booster 19-19-19 Foliar,Inorganic Fertilizer,"N=19%, P2O5=19%, K2O=19%, Fe=0.10%, Mn=0.05%, B=0.05%, Zn=0.05%, Cu=0.011%, Mo=0.007%",All Crops,1-1IF-1178,"July 15, 2027"
1681,Radisson Agrochemical Corp.,Plant Booster 15-15-30 Foliar,Inorganic Fertilizer,"N=15%, P2O5=15%, K2O=30%, Fe=0.10%, Mn=0.05%, B=0.05%, Zn=0.05%, Cu=0.011%, Mo=0.007%",All Crops,1-1IF-1177,"July 15, 2027"
1682,Radisson Agrochemical Corp.,Radisson Gibberellic Acid,Plant Growth Regulator,GA3=10%,Rice,1-5IF-1066,"July 17, 2027"
1683,Radisson Agrochemical Corp.,Radizol 25SC,Plant Growth Regulator,Paclobutrazol=25%,"Mango, Durian, Calamansi, and Cocoa",1-5IF-1068,"December 31, 2027"
1684,Ramgo International Corporation,Ramgo Ammonium Phosphate,Inorganic Fertilizer,"N= 16%, P2O5= 20%",All Crops,1-1IF-8810,"August 11, 2025"
1685,Ramgo international Corporation,Ramgo Complete,Inorganic Fertilizer,"N=14%, P2O5=14%, K2O=14%",All Crops,1-1IF-8813,"August 16, 2025"
1686,Ramgo international Corporation,GA-Sure 10T,Plant Growth Regulator,Gibberellic Acid=10%,"Cowpea, legumes",1-5IF-1170,"October 24, 2025"
1687,Ramgo international Corporation,Ramgo Urea,Raw Material,N=46%,All Crops,1-1IF-8819,"August 16, 2025"
1688,Ramgo International Corporation,Nutricote 13-11-11+2MgO+TE,Controlled Release Fertilizer,"N= 13%, P2O5= 11%, K2O= 11%, MgO= 2%, B= 0.02%, Cu= 0.05%, Fe= 0.2%, Mn= 0.06%, Mo= 0.02%, Zn= 0.015%, S= 5%",All Crops,1-1IF-4984,"September 15, 2026"
1689,Ramgo International Corporation,Atonik,Plant Growth Regulator,"Sodium 5-Nitroguiacolate= 0.32% w/v, Sodium 0-Nitrophenolate= 0.63 w/v, Sodium P-Nitrophenolate= 0.94% w/v",All Crops,1-1IF-312,"December 31, 2026"
1690,Ramgo International Corporation,Hydrogro Nutrient Solution A,Inorganic Fertilizer,"N=6% w/w, Ca=4% w/w, P2O5=3%",All Crops,1-1IF-9482,"June 13, 2027"
1691,Ramgo International Corporation,Nutricote 10-8-18+2MgO,Controlled Release Fertilizer,"N=10%, P2O5=8%, K2O=18%, MgO=2%",All Crops,1-1IF-7300,"September 03, 2027"
1692,Ramgo International Corporation,Nutricote 18-6-8+2MgO+TE,Controlled Release Fertilizer,"N=18%, P2O5=6%, K2O=8%, MgO=2%, B=0.02%, Cu=0.05%, Fe=0.2%, Mn=0.06%, Zn=0.015%, S=4%",All Crops,1-3IF-7415,"August 20, 2027"
1693,Ramgo International Corporation,Hormex Root Hormones,Plant Growth Regulator,"Naphthaleneacetic acid=0.24%, Indolebutyric acid=0.013%",Orchids,1-3IF-057,"November 06, 2026"
1694,Ramgo International Corporation,Groviota Bloom,Inorganic Fertilizer,"N=15%, P2O5=15%, K2O=30%, Fe=330ppm, Mn=98ppm, Zn=66ppm, Cu=56ppm, Mo=16ppm,  B=96ppm, MgO=0.10%, S=0.20%",All Crops,1-1IF-0319-TPA,"May 03, 2026"
1695,Ramgo International Corporation,Groviota Growth,Inorganic Fertilizer,"N=30%, P2O5=10%, K2O=10%, MgO=0.50%, S=0.80%, Fe=480ppm, Mn=98ppm, Zn=66ppm, B=96ppm, Cu=56ppm, Mo=29ppm,",All Crops,1-1IF-0372-TPA,"May 03, 2027"
1696,Ramgo International Corporation,Humarich,Soil Conditioner,"K2O=12.1%, Humic Acid=87.5%, Organic Matter=80%",All Crops,1-4IF-1298,"September 23, 2027"
1697,Ramgo International Corporation,GA-Sure 10T,Plant Growth Regulator,Gibberellic Acid=10% w/w,Cowpea & Legumes,1-5IF-1190,"May 19, 2028"
1698,Ramgo International Corporation,Fertisil,Inorganic Fertilizer,Cu=2.5%,Fruiting Vegetables,1-1IF-9077,"April 27, 2028"
1699,RBAV Harvest Trading Corporation,RBZET 250 SC,Inorganic Fertilizer,Paclobutrazol=25%,Mango,1-1IF-0785-TPA,"September 15, 2025"
1700,"Revolutionary Solutions Technologies & Products, Inc.",Masinag,Biostimulant,"N=0.20%, P2O5=0.20%, K2O=0.10%, Humic Acid=0.20%",Rice,1-7LP-0109,"March 21, 2026"
1701,"Rising Era Dynasty, Inc.",Grand Humus Plus,Soil Conditioner,"K2O= 7% w/w, Humic Acid= 70% w/w",All Crops,1-4IF-1353,"November 21, 2026"
